,Post,Keyword
372,"RT @USER_751f0105: @USER_064b120e nah ur already cute lol. i like ya nosering Â«-- lol , thank you .",0
373,and here comes the rain :),0
374,"@USER_a59c8b9a wait , I'm confused . you never met you girlfriend before cause how you didn't know that was a fake twitter ?",0
375,now following -- @USER_7e108ef7 :) wuddup ?,0
376,RT @USER_7e108ef7: @USER_064b120e Hey.. Â«-- what's good w. you ?,0
377,"#letsbereal half the time when people talk to me , I'm not listening but I'll nood my head and make you think I am .",0
378,@USER_806e8d8a yeah I agree . hip hop has been slippin on their songs . I don't even listen to the radio anymore .,0
379,I like the way he chew . I might beat off to the sight of that tonight #jailthoughts,0
380,RT @USER_e46c1b82: @USER_064b120e i love justen!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Â«-- obviously not enough if you can't spell his name right .,0
381,RT @USER_caa3c2bf: #FF @USER_064b120e @USER_e1a40af6 @USER_545796f6 @USER_303717c1 @USER_bfb55ca1 @USER_503105db @USER_0aa1bfec @USER_e3fee4b3 @USER_4caf6795,0
382,@USER_0f3e6853 l m a o . you are too cute :-* I love you . I'm glad I'm rhythimatic haha .,0
383,where is all my blackberry users at with bbm ?,0
384,"@USER_85ac9a64 girl I am too , cause if he seriously waited for something to pop up then he's an idiot lmao .",0
385,RT @USER_85ac9a64: @USER_064b120e im sitn over here DYIN hahaha that made my mornin!! THANKS FOR SHARIN haha smh ... Â«-- no problem love lol,0
386,"ehh , I'm two seconds from going home . I'm feeling horrible right now . the more I sit here , the more I feel worse .",0
387,"#FF @USER_157bed2d , check out his music . myspace.com/theofficialkrooks",0
388,RT @USER_7f5e147b: #FF ------&gt; Follow me I follow back @USER_7f5e147b @USER_7f5e147b @USER_7f5e147b @USER_7f5e147b,0
389,now the party don't start til I wake in :-*,0
390,"I hate bus rides , these shits always make my stomach hurt .",1
391,RT @USER_c3ff51ed: @USER_064b120e Naw I don't drink alcohol lol.. its bad for my health haha Â«-- yeah right .,1
392,I've been having a really good day . @USER_386b1df8 is amazing â¥ I just love her .,0
393,RT @USER_be670733: @USER_064b120e WRONG answer lol Â«-- lol . oh were you looking for a specific answer ?,0
394,I see someone is hurting ..,0
395,"weak girls make me sick . c'mon females , we're much stronger then that .",0
396,Pre-workout prep has begun.,0
397,I really don't like that a college FB player's ON-FIELD production can be negated by a single workout. So proof's NOT in the pudding?,0
398,@USER_b7cdabe3 People don't dance like that to get the burn anymore. Its frowned upon..LOL.,0
399,RT @USER_9c9e75e2: Officially getting rid of my iPhone with its dysfunctional button this weekend|Get a 9700 #BlackertheBerrytheSweetertheUse,0
400,RT @USER_9c9e75e2: @USER_8d0e8566 I think that's the move!|Make it happen and we can play Word Mole against each other.,0
401,"@USER_b7cdabe3 Oh, okay!",0
402,The next 2hrs of tweets are @USER_fe579e73 for gibing me the idea with his #theory tweet,0
403,@USER_fe579e73 did u change ur settings to use twitlonger?,0
404,RT @USER_de057bc2: Twitter is jacked up tonight|Just on iPhones. #BlackertheBerrytheSweetertheUse,0
405,RT @USER_de057bc2: @USER_8d0e8566 EFF YO Blackberry|Sore Loser,0
406,@USER_45b5c066 @USER_2b5b12ff The body nice but that had to be a contest at a Bukket Nekked.,0
407,"#PeterWisdom ""If u wake up and ur gal or the gal ur in bed with is staring at u,take solace in knowing she'll be sleep when u escape."" LOL",0
408,@USER_b7cdabe3 LOL,0
409,RT @USER_45b5c066: #FamilyGuy Meg and Brian make out. Meg stalks him like Misery &lt;&lt; did u just use a shag blog term?? #CLASSIC|Did I?,0
410,RT @USER_9c9e75e2: @USER_8d0e8566 whatttttt?! This convo is OVER! lol|LOL!! *BlackStreet sings* Don't leave! Don't leeeeave me giirrl! LOL,0
411,Listening to the MGMT station on Pandora.,0
412,RT @USER_b7cdabe3: @USER_8d0e8566 lol I'm serious. N E way. Diggin the new avatar!|Thanks,0
413,@USER_b7cdabe3 I hear u.,0
414,RT @USER_60a93820: RT @USER_6b117f67: Had dinner at Sake Cafe last night in NOLA with some friends&lt; When are you going again?|#StalkerRT,0
415,@USER_60a93820 @USER_de057bc2 LOL!,0
416,If I start sneezing I'm tearing @USER_de057bc2 a new one when I see her.,0
417,@USER_de057bc2 Fancy wig,0
418,RT @USER_4ece06e4: @USER_8d0e8566 keep ur profile public! I gained 700+ followers since december!|Will do.,0
419,RT @USER_8fc53fde: I need a doctor visit at home. is there an app for that? -Spoken w/ Vlingo|Do u like Vlingo? I didn't feel comfortable w/it,0
420,RT @USER_36348514: Man my day starting off bad!!|Don't let ur day suck at 8am.,0
421,@USER_8fc53fde I c. Are you watching The Doctors? U should.,0
422,#LetsBeReal Techno only goes hard if its remixing a popular rap song.,0
423,"Salsa, Merengue, HipHop, Throwbacks, Indie, House, Samba, Mashups, Booty Bounce, BaileFunk, Bhangra, Arabic, Reggaeton, Reggae and Dancehall",0
424,#LetsBeReal if it wasn't for smartphones like my BB9700 I'd be more bored at work than I am now. Damn its beautiful outside.,0
425,RT @USER_9c9e75e2: @USER_8d0e8566 lol I still do! My iPod is one big embarassing mix of mess|Having eclectic musical taste keeps things interesting,0
426,"#nowplaying ""Working day and night"" -MJ",0
427,#LetsBeReal @USER_a400b1fb and Trina need to do a song and video together to resurrect BET After Dark. Make that happen. #MontebelloTuttiFruity,0
428,@USER_9c9e75e2 Vanity was on Last Dragon right?,0
429,RT @USER_0a66c761: Random numba just txt asking what color panties do I have on....WTF|...normally u not answering means ur not wearing ne,0
430,"#nowplaying ""Blame It on the Boogie"" -The Jacksons ...mainly Mike tho. Lol",0
431,RT @USER_8fc53fde: @USER_8d0e8566 probably. The Jerk would have me on The Ground.|Its just Sambo'n anyway. Lol.,0
432,"RT @USER_5566e760: @USER_8d0e8566 lol ur so not funny hahaha|Lol, u looked at that mobile huh? I like to text more than talk on the mobile.",0
433,RT @USER_36348514: Great morning peeps! Its friday! Aren't u excited!| yes it is,0
434,RT @USER_45359724: @USER_8d0e8566 heard say ahh and thought haha this was stuck in ur head.....|Thanks for pressing play on that song in my head again,0
435,RT @USER_abc6f6bb: Good morning! Pray I do good on my test this morning!|U will. Then begins the weekend,0
436,#FF @USER_60a93820 @USER_80e6e420 @USER_7e539845 @USER_0b377a77 @USER_abc6f6bb @USER_d7ee1e1d @USER_0a66c761 @USER_6868525f @USER_cf5bdbf9,0
437,RT @USER_17ca9f7f: @USER_8d0e8566 lol... Had to Switch it Up Pete! Whats good man?|I forgot I saw the change but Ubertwitter isn't listing it yet,0
438,@USER_17ca9f7f I'm good though. How'd the bball action turn out?,0
439,"@USER_bc09b57d Yeah, I know.",0
440,"Lol now I see why martial arts masters never return the anger of their kuhai, its not an even battle. U just hope they learned a lesson.",0
441,#IBelieve when u get angry U've already loss. A battle of wits needs focus and a calm mind.,0
442,RT @USER_4ece06e4: @USER_8d0e8566 only one class! Yaye!!! My favorite day of the week! :)|Good living. I'm off at 1130!,0
443,@USER_96b3938e I can't remember the one I saw on Best of Pride last month.,0
444,#IBelieve 9 out of 10 women would agree their #PlacesIWannaHaveSex would include being in the rain. Ex: Miami Beach in the rain.,0
445,"RT @USER_45359724: @USER_8d0e8566 hahaha, girl with skirt no panties on would help too &lt;--- prep time ;)|shaves 1 second off.",0
446,RT @USER_4ece06e4: Lol! Didnt i tell u no pda?! Maybe a private jet|13% tint isn't the pda ur referring to. Its private in public,0
447,RT @USER_b817d0d4: This is bullsh*t!!! I just put $20 worth of gas in the truck and only got a quarter of a tank full!!!|LOL! U got robbed,0
448,Dang another Democratic seat is about to come open.,0
449,RT @USER_2e0397cb: follow--------&gt; because she is so pretty ... @USER_46c0f9f4 #followfriday|Now following,0
450,RT @USER_46c0f9f4: Where's my new followers?|putting cd in cd book.,0
451,RT @USER_fe579e73: @USER_8d0e8566 Tracking # 1Z3R4W...followed by 1000 more digits.|Lol I need a PSF and extra packing added please.,0
452,Inspection done. To Ballys,0
453,"If u need and inspection sticker and you're in the Sherwood Forest area, hit up the Shell gas station by Cane's and Pizza Hut. #Referral",0
454,"#WorkoutCredos ""Its been a looong time comiiing but u knoooooooooww change gon' come Ooooohh yes it wiiiiilllll!!""",0
455,"Shawty u know that I got that cash, uuuu don't even have to ask, have anything u want to, cuz I can make it rain on u...if u were my gfLOL",0
456,"After I finish this Subway sandwich, I have to find a reason to go outside. I'll hit the mall for new rubberband wristbands",0
457,@USER_9c9e75e2 travelingh for work is deductible. Helps alot,0
458,"RT @USER_45b5c066: @USER_8d0e8566 its a convo/story|Ahh, pti",0
459,May ride by the parade grounds. Someone on FB said there's a College Family Reunion...I'm bored enough to check it out.,0
460,@USER_611b2a4f Alright I'm in. Big Bucks No Whammy Big Bucks No Whammy! STOP!! Host: I win a free bottle of Seraphin!! #BizarroMaker,0
461,I don't feel any fire coming from UNC. Their reiatsu is tame. These guards are weak minded. I hate players with no passion Couldnt play 4 me,0
462,"Sorry, not all the guards, Strickland comes to play.",0
463,UFC Best of 2009 on Spike. Hughes vs Serra,0
464,"RT @USER_b817d0d4: If they keep stabbing you in the back, then quit handing them the knife.|Or pay attention so u see it coming",0
465,#Observations The person who closes their eyes to what other people are doing in the party is normally the person having the most fun.,0
466,RT @USER_46c0f9f4: Good morn'n !|Good morning.,0
467,#Observation I actually workout with more discipline when I'm alone...and when there is a really fine female in my proximity.,0
468,Best #Observation to have is noticing the transformation in my body from working out. Still a long way to go.,0
469,RT @USER_e862798a #Fact a lot of Basic Bitches @ Party last night helped Diamonds stand out|1st block of 3rd St looked like Bourbon on the let out.,0
470,"#Observation If we all got more hugs in a day, we'd be happier people. @USER_5aac9e88 don't u agree?",0
471,Was MJ making an Album before the tour too?,0
472,"#Reminiscing about how hard in the paint basketball games in the Rec Center went. I hear the games are horrible now, but the courts look gr8",0
473,"#Reminiscing on the day Nemesis Bates threw piss in a chick face in the Quad. Realest ""F U"" moment in LSU history.",0
474,#Reminiscing on how all the wild stuff I did until my senior year...I was sober for it all. Didn't start drinking til age 22-23.,1
475,"#Reminiscing on when C-Dub shot a free throw,missed, and caught it off the rim over George's head. #AllTimeGreatRecBBallMoment",0
476,"#Reminiscing on how the term ""Sack Chaser"" was coined from Heauxs coming to the Rec 2 C Master P and crew. Not workout, sit and watch.",0
477,#Reminiscing on the 1st time I met my sister @USER_de057bc2 Let her tell u I was an asshole. I say I answered the question...my way. LOL,0
478,These judges are being hard this year.,0
479,@USER_20c15b69 Me too.,0
480,"@USER_21fe08ea Aww that sucks. If ya dont mind me asking, whats ruining your relationship?",0
481,Might take a little Twitter absence. Debating whether to or not. Not sure yet.,0
482,"@USER_7b0344f9 Ha no. With Ubertwitter, my tweets are alittle behind sometimes.",0
483,"#iREFUSEto let people walk all over me, give up, stop believing in what I stand up for.",0
484,Goodbye.,0
485,@USER_f214f7df You joined the Denny and Kasey team...& why are the Kyle pics making you sick.,0
486,@USER_f214f7df You dont gotta get shitty.,1
487,@USER_115ebd75 I listen to it every Tuesday and Thursday! And talk in the chat room. Everyone is really nice :D,0
488,@USER_3af8bff1 Yea!! Thank you. I have been looking everywhere to find out who was racing! :D,0
489,@USER_955141d0 Hahaha!!,0
490,Ur not gonna meet me anywhere.,0
491,@USER_f214f7df I do. I got the 2009 one signed by @USER_25f2ef26 when I met him.,0
492,Ur an ass.,0
493,Time for WWE Superstars! Where's @USER_f59c08df? :),0
494,HBK DVD! :) Gotta buy this!,0
495,Damn. This is a pretty good match.,0
496,Going to bed. School. Some people are really crazy. I mean wow. Bye,0
497,@USER_7b0344f9 I didnt need to talk to her about anything cause there was nothing to talk about. I had stuck up for this girl when no one..,0
498,"@USER_7b0344f9 I no. Its just shocking. Like after all I had done for her, she turns around and starts shit with me. I knew what ya meant",1
499,@USER_7b0344f9 Ha! Me too! Bristol is Kyle's House!,0
500,Im really tired. TTYL everyone.,0
501,YES! @USER_25f2ef26 startin 2nd! @USER_9a450357 starting 5th and Taylor Malsam starting 11th! :),0
502,@USER_89d77ef0 Yea!,0
503,Oh god. My sister is driving.....,0
504,Woot! :) RT @USER_d223b772: Just voted for team Kyle/Joey at gillette500.com #NASCAR,0
505,Truck Set Up time!,0
506,Woot!,0
507,GO @USER_25f2ef26!!!!!!! :) Also @USER_db41731c and @USER_9a450357 :),0
508,WOO! GREAT SAVE TODD!! HOLY SHIT! That was some dirt racin shit!,1
509,@USER_f214f7df Aww :),0
510,We need a caution!,0
511,Alright gotta go. Phones about to die. :( Bye everyone,0
512,LOL That's what I was thinkin too. RT @USER_7b0344f9: aka Juan is jealous of Jamie. LOL,0
513,Good Pick Kyle: KYLE BUSCH!,0
514,Gonna eat some oodles and noodles and then start on the homework.,0
515,@USER_1edded30 I am!! Kyle Busch is gonna win today! :),0
516,Yea!,0
517,"Damn u Robby! Well, can't say I'm surprised he's the first caution...",0
518,How about this @USER_b55dadbe! P7 now!,0
519,@USER_d223b772 Haha! I would cause a riot!,0
520,SHIT!!!! Kyles gotta vibration!!!!!!,1
521,2 all over Denny's ass,0
522,SHUT UP LARRY. NO FUCKIN REMINDERS ABOUT LAST YEAR!,0
523,@USER_370c8719 This one has just seemeed so long. Maybe cause our boy is havin problems :(,0
524,Oh no! Jeff!,0
525,@USER_7b0344f9 Same here. These tires are fucked up. I'm ready for a tire rant and be done with this race until Chase time.,0
526,@USER_2b90e2b7 Yea. Its making me so mad! I hope they get its worked out!!,0
527,Thunder Valley next week!!! KYLE'S HOUSE!!!,0
528,Steve.....,0
529,Another disappointing race. Get ur shit together.,1
530,I don't want Juan to win. Come on Kurt...can't believe I'm roting for him,0
531,I think it was payback. He finally got what he's been dishing out. Not saying that I'm glad that he flipped. Brad is a dick.,0
532,Come on MATT!!!,0
533,"Why the fuck would they suspend Carl. If they do, I'm gonna fuckin riot! Anybody else with me? #TEAMEDWARDS FOREVER",0
534,@USER_708955d8 I'm actually excited to see what u have to say!!!! :),0
535,"So this boy tells me I've become mean towards all males b/c of my ex hurting me...I bef to differ, I'm just not interested in you.",0
536,"@USER_1a01294b Yes sir! I feel so much better, so no excuse not to! Lol",0
537,Life seems SO much better!,0
538,@USER_09f925ea Where's the CEC Meeting?,0
539,"RT @USER_5aac9e88: its mean 2 string ppl along... If u luv em let em know,, if not let em go",0
540,It's officially my Spring Break! YaY! Let the fun begin!,0
541,Headed to Sprint. This damn trackball gone work my damn nerves!,0
